ID: L3545 | OPERACAO: Locacao | TITULO: Prédio Comercial para alugar com 618m² no Jardim Faculdade - Sorocaba | BAIRRO: Jardim Emília | CIDADE: Sorocaba | AREA: 580m2 | QUARTOS: 0 | BANHEIROS: 8 | VAGAS: 9 | ALUGUEL: R$ 28000 | DESCRICAO: Este prédio comercial está situado em uma localização excelente e oferece uma infraestrutura completa para atender a diversas necessidades empresariais. Com estacionamento para aproximadamente 9 veículos e 2 vagas na lateral, e sete vagas frontais voltadas para a Washington Luiz, o edifício garante fácil acesso e comodidade para clientes e funcionários. Distribuído em três pavimentos, o prédio possui: Térreo: Um amplo salão com dois banheiros, ideal para acomodar um grande fluxo de pessoas. 1º Pavimento: Outro salão espaçoso, uma cozinha, quatro banheiros e uma entrada lateral que leva a uma cozinha maior, além de vestiários femininos e masculinos. 2º Pavimento: Um mezanino com um banheiro, oferecendo uma área adicional que pode ser adaptada às necessidades do negócio. Este espaço versátil e bem localizado é uma excelente oportunidade para empresas que buscam um imóvel pronto para operações comerciais, com todas as comodidades necessárias para funcionar com eficiência e conforto. Gostaria de saber mais informações ou agendar uma visita?. ref. 3545 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=3545
ID: V2430 | OPERACAO: Venda | TITULO: Casa á venda com 3 quartos, 280,00 m2 - Parque Campolim, Sorocaba | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 280m2 | QUARTOS: 3 | BANHEIROS: 1 | VAGAS: 4 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa sobrado com 03 dormitórios, sendo 01 suíte, sala 03 ambientes, sendo uma integrada a varanda externa, cozinha ampla, área de serviço, espaço reservado para secagem de roupa. Nos fundos área coberta com espaço gourmet com banheiro, quintal gramado, 04 vagas de garagem, sendo 02 coberta, localização privilegiada no campolim.. ref. 2430 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2430
ID: V2429 | OPERACAO: Venda | TITULO: Casa a venda com 3 quartos no Jardim Bandeirantes - Sorocaba | BAIRRO: Jardim Bandeirantes | CIDADE: Sorocaba | AREA: 363m2 | QUARTOS: 3 | BANHEIROS: 1 | VAGAS: 7 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sobrado no bairro bandeirantes, excelente imóvel. São 03 dormitórios, com uma suíte com sala de estar e sala de jantar, copa cozinha, área de serviço com sacada integrada a sacada da sala. Salão de festas com banheiro e cozinha, possui jardim e acesso pelos fundos. Imóvel todo em piso frio e portão automático. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2429 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2429
ID: V2426 | OPERACAO: Venda | TITULO: Casa a venda ou aluguel 5 quartos no Jardim América - Sorocaba | BAIRRO: Jardim América | CIDADE: Sorocaba | AREA: 695m2 | QUARTOS: 5 | BANHEIROS: 7 | VAGAS: 4 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa Assobradada com Ampla Estrutura e Acabamentos de Alto Padrão Piso Térreo: Entrada Social: através de um hall em mármore travertino Sala de Estar: ampla, com lareira Sala de TV Escritório Lavabo: com pia de mármore e cuba de metais de bronze Copa e Cozinha: azulejada, com armários modulados Área de Serviço: com lavabo Adega e Despensa Espaço Externo: amplo jardim gramado com espaço gourmet, churrasqueira, forno, sauna e sala de fitness Andar Superior: Acesso: por escada com piso de madeira Suítes: 5 suítes, todas com acesso à varanda através de porta balcão Armários Embutidos: em todas as suítes Banheiro Principal: com box blindex, piso de mármore, gabinete, hidromassagem, jardim interno, pia com cuba dupla em mármore Infraestrutura Adicional: Garagem: para 4 veículos cobertos e mais 6 descobertos Esta casa assobradada combina elegância e funcionalidade, oferecendo uma estrutura completa e sofisticada para o conforto de sua família. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2426 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2426
ID: V2421 | OPERACAO: Venda | TITULO: Apartamento á venda com 1 quarto, 45,47 m2 - Jardim Simus, Sorocaba | BAIRRO: Jardim Simus | CIDADE: Sorocaba | AREA: 45m2 | QUARTOS: 1 | BANHEIROS: 1 | VAGAS: 1 | ALUGUEL: R$ Sob consulta | DESCRICAO: Venda de apartamento modulado Jardim Simus, sala 2 ambientes, varanda gourmet 1 dormitório, cozinha americana com lavanderia. wc social. Todo em piso cerâmico, dormitório em laminado 1 vaga de garagem coberta. ref. 2421 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2421
ID: V2414 | OPERACAO: Venda | TITULO: Casa à venda no condomínio Vilagio Wanel | BAIRRO: Wanel Ville | CIDADE: Sorocaba | AREA: 164m2 | QUARTOS: 3 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Encante-se com este belíssimo sobrado de 3 dormitórios, sendo 2 suítes, uma delas com closet, ideal para quem busca espaço e sofisticação. A cozinha americana conta com despensa, perfeita para organização e praticidade no dia a dia. O imóvel oferece garagem para até 4 veículos (2 cobertos e 2 na rampa), além de um amplo quintal gramado e corredor lateral com acesso independente. Pensado para o seu conforto, o sobrado possui infraestrutura para água quente e fria, além de preparação para ar-condicionado em todos os quartos e na sala. São 3 banheiros no total, com pias esculpidas e acabamentos modernos. As sacadas na frente e nos fundos proporcionam uma vista panorâmica encantadora. A elétrica é trifásica, ideal para instalação de equipamentos como bombas de piscina. O acabamento é impecável: piso todo em porcelanato, teto rebaixado em gesso com luminárias embutidas, guarda corpo em vidro temperado e uma charmosa varanda gourmet com churrasqueira. Localizado no Condomínio Villagio Wanel, que oferece segurança com portaria, playground e salão de festas. A apenas 15 minutos do centro de Sorocaba e a 1,5 km de uma região repleta de comodidades como McDonald`s, restaurantes, bancos e o Santo Supermercado, um dos mais completos da cidade, com lojas e posto de combustível.. ref. 2414 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2414
ID: V2407 | OPERACAO: Venda | TITULO: Casa a venda com 4 quartos em condomínio, 78,64 m2 - Villa Di Luna, Sorocaba | BAIRRO: Caguassu | CIDADE: Sorocaba | AREA: 79m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa de 78m a venda no condomínio Vila Di Luna, localizada no bairro Caguassu Zona Norte - Sorocaba. Casa reformada, com 3 quartos sendo 1 suíte com closet e área de luz, banheiros da suíte e social com Box em vidro, peças Roca, metais Docol, sala para 2 ambientes, cozinha com armários planejados, cooktop, forno elétrico embutido, coifa de vidro, pia com pedra São Gabriel, lavanderia com bancada de 2m em pedra São Gabriel com pia, armário planejado e tanque em louça, área gourmet com churrasqueira pré moldada, bancada com pia e pedra São Gabriel e planejado, garagem coberta na frente da casa para 2 automóveis Além disso, o Caguassu abriga diversas instituições educacionais e espaços de lazer, como praças e parques, que são pontos de encontro para os moradores. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2407 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2407
ID: V2403 | OPERACAO: Venda | TITULO: Casa á venda com 3 quartos, 155,00 m2 - Parque Vitória Regia, Sorocaba | BAIRRO: Parque Vitória Regia | CIDADE: Sorocaba | AREA: 155m2 | QUARTOS: 3 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa Térrea, bem localizada na Zona Norte, próximo a supermercado, farmácia, ônibus, contempla 3 amplos dormitórios com piso cerâmico, 1 dormitório com suíte. Sala de Estar aconchegante, em piso cerâmico. Cozinha e sala de jantar ampla. Possui um ótimo quintal com churrasqueira. Edícula com banheiro. Gás Natural nos chuveiros. Fácil acesso para a avenida Itavuvu, maior avenida comercial de Sorocaba.. ref. 2403 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2403
ID: V2400 | OPERACAO: Venda | TITULO: Casa á venda com 4 quartos, 205,00 m2 - Jardim Europa, Sorocaba | BAIRRO: Jardim Europa | CIDADE: Sorocaba | AREA: 205m2 | QUARTOS: 4 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa reformada, garagem com 2 vagas cobertas, jardim, sala 2 ambientes com piso em tacos, 3 dormitórios, sendo 1 suíte, banheiros com box e gabinetes, dormitórios com piso em tacos, ampla copa cozinha com armários. Quintal com 80m2 com piso, edícula com 1 dormitório e 1 banheiro, lavanderia coberta e área gourmet. Esta casa fica em bairro nobre próxima á escolas, padaria, bancos, shopping e inúmeros comércios .. ref. 2400 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2400
ID: V2399 | OPERACAO: Venda | TITULO: Casa à venda com 2 quartos, 173,00 m2 - Jardim Prestes de Barros, Sorocaba | BAIRRO: Jardim Prestes de Barros | CIDADE: Sorocaba | AREA: 173m2 | QUARTOS: 2 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sobrado localizado em bairro tranquilo da zona leste. Sala em piso cerâmico, teto com sanca em gesso e luminárias embutidas, papel de parede que dá um tom de elegância ao ambiente e um prático lavabo. Copa cozinha em estilo americano com balcão em granito preto Via Láctea, repleta de armários modulados, portas e janela em vidro temperado, anexa uma lavanderia. Nos fundos área gourmet com churrasqueira e pia de apoio com gabinete. No andar superior, com acesso por escada com degraus revestidos em granito preto e corrimão em alumínio pintado em branco, um confortável hall, em piso laminado de madeira, que pode ser convertido em sala de TV ou escritório. Duas suítes com armários modulados, portas balcão em alumínio com sacada, ventiladores de teto e a principal com ar condicionado. Em local próximo a supermercados, escolas, farmácia e restaurantes e fácil acesso as rodovias Raposo Tavares e Castelinho.. ref. 2399 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2399
ID: V2395 | OPERACAO: Venda | TITULO: Apartamento a venda com 2 quartos, 78,00 m2 no Vitrine Esplanada - Votorantim | BAIRRO: Parque Morumbi | CIDADE: Votorantim | AREA: 78m2 | QUARTOS: 2 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento moderno e bem planejado à venda no bairro Vossoroca, Votorantim. O imóvel possui sala de estar e jantar integradas com a cozinha estilo americana, criando um ambiente amplo e funcional, além de uma varanda com porta de alumínio e vidro temperado, com acabamento em moldura de gesso. A cozinha é equipada com armários modulados e piso frio, e conta com uma porta de correr em vidro que separa a cozinha da área de serviço. Esta última também possui armário e piso em cerâmica. O apartamento dispõe de 3 quartos, sendo 1 suíte e 2 com armários modulados, todos com piso em porcelanato, proporcionando conforto e elegância. Os banheiros, social e da suíte, contam com box em vidro e gabinetes, oferecendo funcionalidade e estilo. O imóvel inclui 2 vagas de garagem rotativas. O condomínio oferece lazer completo para toda a família, com piscina, academia, salão de festas, áreas de convivência e playground para crianças, além de segurança 24 horas, garantindo tranquilidade e proteção. Este apartamento é uma excelente oportunidade para quem busca um local bem localizado e com infraestrutura completa. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2395 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2395
ID: V2393 | OPERACAO: Venda | TITULO: Casa a venda e para alugar 2 quartos no condomínio na Vila Mineirão - Sorocaba | BAIRRO: Vila Mineirão | CIDADE: Sorocaba | AREA: 50m2 | QUARTOS: 2 | BANHEIROS: 2 | VAGAS: 1 | ALUGUEL: R$ Sob consulta | DESCRICAO: Descubra esta charmosa casa localizada em um condomínio fechado, ideal para quem busca conforto e praticidade. O imóvel oferece 2 dormitórios equipados com armários modulados, além de um banheiro completo e um lavabo para visitantes. A cozinha possui armário embutido e uma porta balcão que proporciona acesso direto ao quintal privativo. Um dos dormitórios conta com sacada, ideal para momentos de relaxamento ao ar livre. O piso em porcelanato não só garante durabilidade, mas também adiciona elegância ao ambiente. Esta casa é uma excelente opção para quem valoriza um espaço bem cuidado e seguro em um ambiente residencial aconchegante. Interessado? Estamos à disposição para fornecer mais informações detalhadas ou agendar uma visita para conhecer este imóvel.. ref. 2393 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2393
ID: V2392 | OPERACAO: Venda | TITULO: Casa comercial á venda, 408,00 m2 - Jardim América, America | BAIRRO: Jardim América | CIDADE: Sorocaba | AREA: 408m2 | QUARTOS: 0 | BANHEIROS: 4 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Linda casa comercial em excelente localização. com 5 dormitórios, sendo 2 suítes com hidromassagem; sala com lareira; sala de jantar; sala de TV; banheiro social; lavabo; cozinha com armários; corredor com armários; lavanderia; quarto de serviço; banheiro de serviço; churrasqueira 4 vagas de garagem cobertas Próximo ao Parque Campolim, Praça Nova York, Sam`s Club. Com fácil acesso à Rodovia Raposo Tavares e Avenida Washington Luiz.. ref. 2392 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2392
ID: V2391 | OPERACAO: Venda | TITULO: Sala comercial á venda e para aluguel, 35,00 m2 - Vila Lucy, Sorocaba | BAIRRO: Vila Lucy | CIDADE: Sorocaba | AREA: 42m2 | QUARTOS: 0 | BANHEIROS: 1 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Se você está procurando uma Sala Comercial para alugar que tenha: Ar condicionado, acesso à internet com Cabeamento completo, Circuito de Segurança Eletrônico, Condomínio fechado, 02(dois) Elevador Social e Serviço, Interfone Porteiro, Porteiro Eletrônico, Sistema de alarme, você acabou de achar um ótimo espaço de Sala Comercial toda em piso cerâmico de 35 m², com grande variabilidade na disposição que desejar. Possui 01(um) banheiro e comporta 01(uma) instalação para pia.. Perto de Escolas, Perto de hospitais, Perto de Shopping Center, Perto de transporte público, Perto de vias de acesso, ou seja fica próximo a farmácias, transporte coletivo, restaurantes, supermercados, padarias, universidades, estacionamentos que irá lhe proporcionar todo o conforto e praticidade no dia-a-dia.. ref. 2391 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2391
ID: V2390 | OPERACAO: Venda | TITULO: Sala comercial á venda e para aluguel, 35,00 m2 - Vila Lucy, Sorocaba | BAIRRO: Vila Lucy | CIDADE: Sorocaba | AREA: 42m2 | QUARTOS: 0 | BANHEIROS: 1 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Se você está procurando uma Sala Comercial para alugar que tenha: Ar condicionado, acesso à internet com Cabeamento completo, Circuito de Segurança Eletrônico, Condomínio fechado, 02(dois) Elevador Social e Serviço, Interfone Porteiro, Porteiro Eletrônico, Sistema de alarme, você acabou de achar um ótimo espaço de Sala Comercial toda em piso cerâmico de 42 m², com grande variabilidade na disposição que desejar. Possui 01(um) banheiro e comporta 01(uma) instalação para pia.. Perto de Escolas, Perto de hospitais, Perto de Shopping Center, Perto de transporte público, Perto de vias de acesso, ou seja fica próximo a farmácias, transporte coletivo, restaurantes, supermercados, padarias, universidades, estacionamentos que irá lhe proporcionar todo o conforto e praticidade no dia-a-dia.. ref. 2390 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2390
ID: V2389 | OPERACAO: Venda | TITULO: Sala comercial á venda e para aluguel, 35,00 m2 - Vila Lucy, Sorocaba | BAIRRO: Vila Lucy | CIDADE: Sorocaba | AREA: 35m2 | QUARTOS: 0 | BANHEIROS: 1 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Se você está procurando uma Sala Comercial para alugar que tenha: Ar condicionado, acesso à internet com Cabeamento completo, Circuito de Segurança Eletrônico, Condomínio fechado, 02(dois) Elevador Social e Serviço, Interfone Porteiro, Porteiro Eletrônico, Sistema de alarme, você acabou de achar um ótimo espaço de Sala Comercial toda em piso cerâmico de 35 m², com grande variabilidade na disposição que desejar. Possui 01(um) banheiro e comporta 01(uma) instalação para pia.. Perto de Escolas, Perto de hospitais, Perto de Shopping Center, Perto de transporte público, Perto de vias de acesso, ou seja fica próximo a farmácias, transporte coletivo, restaurantes, supermercados, padarias, universidades, estacionamentos que irá lhe proporcionar todo o conforto e praticidade no dia-a-dia.. ref. 2389 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2389
ID: V2386 | OPERACAO: Venda | TITULO: Terreno Comercial á venda, 1.000,00 m2 - Zona Industrial, Sorocaba | BAIRRO: Zona Industrial | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Ótimo terreno medindo 1.000 m² de área total sendo 20 m de frente e 50 m de fundo com topografia plana em excelente localização. Empreendimento atende a diversos tipos de atividades comercias e industriais. Facilidade de acesso a Castelinho e Raposo Tavares.. ref. 2386 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2386
ID: V2385 | OPERACAO: Venda | TITULO: Casa á venda com 3 quartos, 390,00 M2 - Chácara Ondina, Sorocaba | BAIRRO: Jardim Residencial Chácara Ondina | CIDADE: Sorocaba | AREA: 390m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Condomínio em grande desenvolvimento e valorização, localização excelente, o terreno fica próximo a área de lazer, faz fundo com muro que divide com outro condomínio. Casa térrea com sala 2 ambientes integrada com a área gourmet. lavabo, cozinha modulada e equipada, despensa, área de serviço, área gourmet com churrasqueira, pia de apoio, wc, piscina com praia, 3 suítes todas com closet. Pisos e revestimentos em porcelanato, teto com acabamento em gesso e luminárias embutidas. Garagem para 2 veículos cobertos e 2 descobertos. ref. 2385 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2385
ID: V2384 | OPERACAO: Venda | TITULO: Casa á venda com 3 quartos, 114,35 m2 - Chave, Votorantim | BAIRRO: Chave | CIDADE: Votorantim | AREA: 114m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 1 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa térrea para venda e locação em rua tranquila com praça na frente do imóvel em Votorantim. Casa tem sala 2 ambientes, escritório, cozinha americana azulejada e com modulados, 3 dormitórios, sendo 1 suíte, 1 banheiro social, lavanderia, garagem coberta para 1 veículo e entrada lateral. Área externa com piscina, área gourmet com churrasqueira, forno e fogão á lenha, 2 banheiros, sendo 1 com chuveiro, está área tem acesso privado pela rua de trás. Piso em ardósia nas salas e dormitórios e piso cerâmico nas áreas molhadas. ref. 2384 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2384
ID: V2382 | OPERACAO: Venda | TITULO: Área Industrial á Venda, 16.399,60 m2 - Sorocaba | BAIRRO: Iporanga | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Venda de área em Zona Industrial, com 77 metros de testada. topografia boa.. ref. 2382 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2382
ID: V2371 | OPERACAO: Venda | TITULO: Apartamento á venda com 3 quartos, 97,00 m2 - Edifício Cézanne | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 97m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Excelente Apartamento, na região nobre de Sorocaba, localizado na rua da Scaranza (Campolim), à 2 minutos do Shopping Iguatemi Esplanada. Apto de 3 Dormitórios (1 suíte) com 97 m², móveis modulados em todos os cômodos, piso cerâmico. Sala com Sacada e Painel para TV Embutido, banheiro social. Cozinha azulejada até o teto. Lavanderia separada com balcão e tanque, 02 vagas cobertas.. ref. 2371 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2371
ID: V2369 | OPERACAO: Venda | TITULO: Casa à venda 3 quartos no Condomínio Golden Park II - Sorocaba | BAIRRO: Loteamento Dinorá Rosa | CIDADE: Sorocaba | AREA: 175m2 | QUARTOS: 3 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa a venda no condomínio Golden Park II, localizada no bairro Parque São Bento em Sorocaba. Casa com sala 2 ambientes integrandos estar e jantar, lavabo, cozinha com armários planejados, balcão auxiliar e bancadas de auxílio em granito, área gourmet completa, despensa, quintal com piso intertravado e ducha de verão. Piso superior com 3 quartos sendo 1 suíte com closet. Piso em porcelanato na casa toda e fino acabamento. Todos os ambientes planejados e ar condicionado na sala e suíte. 2 vagas de garagem cobertas. Condomínio totalmente murado, portaria com monitoramento de acesso, cancelas automáticas, cerca elétrica perimetral e ronda 24h. Infraestrutura da Região: Localizado na região norte e próximo ao futuro anel viário de Sorocaba, a poucos minutos do Carrefour Sônia Maria, Shopping Cidade, Roldão, Hipermercado Tauste, Unimed (unidade zona Norte), Aeroporto, farmácias, escolas, transporte coletivo e comércio em geral. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2369 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2369
ID: V2368 | OPERACAO: Venda | TITULO: Terreno a venda no Condomínio Fazenda Jequitibá | BAIRRO: Parque Ecoresidencial Fazenda Jequitibá | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Terreno com 27 metros de testada. Área de 1073 metros. Terreno com aclive. Condomínio com lazer completo.. ref. 2368 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2368
ID: V2367 | OPERACAO: Venda | TITULO: Casa comercial á venda, 250,00 m2 - Vila Nova, Sorocaba | BAIRRO: Vila Nova Sorocaba | CIDADE: Sorocaba | AREA: 250m2 | QUARTOS: 0 | BANHEIROS: 3 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Com 02 vagas de garagem no recuo frontal, o imóvel se completa com ampla área externa de quintal, parte dela coberta, e com a parte interior do piso térreo disponibilizando 03 salas e 01 lavabo. Somando com esse espaço, o piso superior tem 01 banheiro social e mais 03 quartos, sendo que um deles tem acesso para a varanda que permeia toda extensão do imóvel trazendo luminosidade, ventilação aos ambientes e uma vista incrível da cidade. Esses quase 170m² de construção proporcionará ao seu comércio o conforto e a visibilidade que precisa.. ref. 2367 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2367
ID: V2363 | OPERACAO: Venda | TITULO: Apartamento à venda no Campolim | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 66m2 | QUARTOS: 2 | BANHEIROS: 1 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sala 2 ambientes com varanda, cozinha com armários, área de serviço com maquina de lavar, , wc social com gabinete e box em vidro, 2 dormitórios, apartamento em piso laminado e áreas frias em cerâmico, 2 vagas de garagem cobertas.. ref. 2363 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2363
ID: V2360 | OPERACAO: Venda | TITULO: Casa á venda com 3 quartos, 242,00 m2 - Vila Progresso, Sorocaba | BAIRRO: Vila Progresso | CIDADE: Sorocaba | AREA: 242m2 | QUARTOS: 3 | BANHEIROS: 1 | VAGAS: 3 | ALUGUEL: R$ Sob consulta | DESCRICAO: A casa tem 3 quartos ,sendo um deles uma suite ,alem de uma sala ,uma cozinha,um banheiro social e uma garagem para dois carros ,os quartos sao amplos e iluminado a sala e espaçosa e arejada ,com piso em porcelanato ,o banheiro social e completo com box e pia. ref. 2360 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2360
ID: V2359 | OPERACAO: Venda | TITULO: Casa á venda, 3 quartos - Horto Florestal 2 | BAIRRO: Horto Florestal | CIDADE: Sorocaba | AREA: 131m2 | QUARTOS: 3 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa a venda, 3 quartos no Condomínio Horto Florestal 2, localizada no bairro Parque São Bento em Sorocaba. Sobrado com sala de estar, sala de jantar, cozinha toda modulada, área de serviço, espaço gourmet com pia coopto coifa e piscina, quintal, entrada independente pela lateral, lavabo, andar superior com 3 quartos 1 sendo suíte, 2 com modulados e todos com varanda e banheiro social. Banheiros com box em vidro Casa toda em piso porcelanato, teto com acabamento em gesso, e pedras da pia e banheiros em granito 2 vagas de garagem descobertas. Condomínio com toda infraestrutura: Segurança/Monitoramento 24 horas; MiniMercado; Pista de caminhada; Quadra esportiva; Playground, Feira ao ar livre 1 vez na semana. O bairro oferece infraestrutura completa, com fácil acesso à Rodovia Castelo Branco, Shopping Cidade, a 15min do centro da cidade Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2359 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2359
ID: V2352 | OPERACAO: Venda | TITULO: Apartamento á venda com 3 quartos, 280,00 m2 - Piazza Di Salerno | BAIRRO: Centro | CIDADE: Sorocaba | AREA: 280m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento na Av. Eugênio Salerno, próximo da Av. Gal. Carneiro, bem localizado, próximo a diferentes comércios e serviços. Possui sala para até três ambientes, com sacada e piso em madeira nobre. Sala íntima que leva a três suítes. duas com sacada e uma com closet e banheira. Cozinha espaçosa com despensa, copa, área de serviço com dois tanques e quarto com banheiro. Pisos e bancadas em granito, ar condicionado central, armários nos quartos, cozinha e banheiros. Três vagas de garagem.. ref. 2352 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2352
ID: V2350 | OPERACAO: Venda | TITULO: Apartamento a venda 3 quartos no Parque Campolim - Sorocaba | BAIRRO: Jardim Panorama | CIDADE: Sorocaba | AREA: 186m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento em ótima localização, perto dos Colégios Objetivo, Anglo e Uirapuru. Três suítes, sala para dois ambientes, cozinha, área de serviço com banheiro de apoio. Varanda gourmet com churrasqueira. Armários nos quartos e cozinha. Garagem coberta com duas vagas cobertas. Estamos à disposição para te atender. Gostaria de saber mais informações ou agendar uma visita?. ref. 2350 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2350
ID: V2349 | OPERACAO: Venda | TITULO: Terreno Comercial á venda, 1.650 m² - Zona Industrial, Sorocaba | BAIRRO: Zona Industrial | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Ótimo terreno medindo 1.650 m² de área total sendo 30 m de frente e 50 m de fundo com topografia plana em excelente localização. Empreendimento atende a diversos tipos de atividades comercias e industriais. Facilidade de acesso a Castelinho e Raposo Tavares.. ref. 2349 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=2349
